sk_id,cs_id,hu_id
262330,93834,1543033
262324,300869,1614292
82274,99260,263235
462522,195773,280383
88173,277641,263233
454533,256318,218066
309233,277022,26275
538216,743963,1338642
215453,776323,1387899
363943,282092,470349
128440,1158712,1484311
542670,1060094,1174673
668015,1597310,1408928
120469,308008,128885
556159,563875,490575
38319,35673,39605
26713,221954,11250
42473,1618163,464186
368766,826433,1335471
14568,145113,23083
242461,463050,466204
554535,798217,1552696
2885,230752,1128018
542583,710474,1006203
205718,235581,1672913
233587,350066,522135
156545,956033,234571
1168,358062,266170
430077,404339,1281395
215454,776349,1387900
157451,1335421,1613372
261215,62331,447660
394558,606922,1844913
397923,1572526,1247213
430179,587373,1288301
430180,753754,1288302
504532,961435,880139
613116,335739,606733
90069,440709,755785
494740,284524,134505
127540,71075,133248
429115,686034,1281396
428355,345094,1281398
550110,133120,664538
420453,1045440,1314324
380047,84622,497110
77571,35060,45547
579838,180538,395574
95962,6251,74427
327357,322913,71563
364886,94840,71590
549860,124561,1607528
138003,230647,84813
532963,436546,117541
44384,442536,586759
191047,192298,306877
82047,207609,415415
105469,215568,767681
271572,93367,106165
141217,87953,422856
3983,372,18689
373881,372757,387267
114809,49974,8387
361687,1685416,460117
90070,292337,71500
6273,7296,7320
278180,250506,443401
90074,588622,115552
412842,938547,1307359
3947,7156,14100
77700,94318,203338
138246,52261,85696
273868,62332,579597
280945,290246,1470020
446292,664594,876854
67376,77054,33016
678314,738988,322629
152328,268407,85633
558254,1142749,1324128
370966,533099,1822221
201811,226741,111089
76955,249963,82117
288893,801882,395404
18955,166063,185307
610675,1013428,88212
653975,1550013,937487
406886,1027487,1281400
90077,67267,17245
417253,1603796,1311088
215723,772887,1614941
75394,13396,114974
64771,77967,169514
136482,128781,52074
131087,128778,49543
278628,157319,567803
28851,23092,21576
187507,268037,1617409
90082,88708,168187
82340,71604,48451
562456,159332,11262
612435,1051554,589126
389033,1011254,1244809
513261,838600,624507
142257,529884,287539
430078,404345,1281401
2935,22653,2084
286117,918474,366206
166073,509932,471098
29957,432087,81014
354147,407661,325302
104190,203014,216756
535824,870148,1846775
28537,91173,11263
296829,1110597,1708257
189490,204022,53090
311001,1477101,632065
46309,164245,142148
265856,465125,342026
540948,603294,1580610
88210,105907,1135531
165432,590989,473941
506437,964688,1072352
205891,299868,1048586
32542,211164,744595
232424,339413,810627
109557,519085,888644
676342,1598868,1501031
199905,225970,761445
204485,281015,497749
204487,271389,157681
339498,636608,812037
347715,475166,293102
169415,132220,158380
386302,1121006,345954
168872,1189736,1447577
440904,810238,1362085
111075,252016,657912
589159,863254,624032
184264,164258,548747
301543,226065,1691171
635280,378920,784269
141843,211517,227952
375811,480330,1098697
237180,967543,98804
258722,114035,1579491
152404,773613,296164
290881,450823,553448
587260,153247,54531
619236,148311,849565
200605,180356,183979
621325,790774,829937
262341,271398,551316
231312,188536,160623
87661,6359,338215
263361,546840,927791
239601,555465,752356
200632,228058,334758
258912,648939,1536395
284945,40715,158394
108571,324613,313437
146207,367230,468753
205260,295527,430139
251801,381564,603557
602069,1245497,1474725
640188,1508178,1641728
599931,1681639,1692659
215724,1095894,858179
352739,676032,842078
162775,242721,480028
153092,166253,6732
209677,1488771,28640
394561,728295,1755382
429631,767753,1281402
429632,728285,1281403
369834,546586,1100648
612819,1220131,1101897
125744,313878,159142
75813,85864,35138
342109,386260,475669
590022,321517,802766
163816,433649,466182
235983,1675532,466543
137984,99971,263556
61324,577306,41473
268245,295160,489326
242377,1022479,447860
627161,1259648,1536919
170440,10381,1131523
424750,1581706,1294302
419104,1241445,1314331
425796,892766,1294303
516203,334860,632185
235296,78799,68828
232522,345832,112548
57935,1213308,1540350
345334,315484,555657
295595,481004,57018
284197,228042,665188
686217,1695073,1825170
600610,810201,1403379
626656,112621,1054381
429633,779873,1281405
90093,111988,94415
217356,1534255,246700
328265,387586,888575
550854,667031,1031252
417256,1022089,1311093
287489,42277,1607397
48709,25403,46197
197015,110602,65953
684477,1328509,1127496
237832,379105,495893
10022,369420,660389
206034,35650,786101
597180,956481,191936
429116,686123,1281406
215455,774539,1388440
192670,892826,1416787
593582,983304,1055789
576454,977007,1729481
523198,381161,1377275
939,63257,98432
500756,780715,1407577
335723,731696,740861
214996,718565,1428764
428206,423203,1281407
417257,1646392,1311097
680672,990154,1362461
681082,1320737,1415146
285803,1764296,1738857
614963,1496468,33850
334333,1308102,254738
205495,31476,4484
37630,201408,24896
349551,204353,820373
29461,252996,260431
122607,168168,1436411
651564,554228,1407842
600085,746838,1171883
51098,66776,572539
994,3012,248307
333997,305860,17486
90116,67747,17651
105356,436724,33123
395290,1023361,1248666
306004,291437,191462
618489,1388914,1560063
108948,386576,1059587
149987,115573,421861
318570,56894,35700
369076,283548,328622
122979,47398,51251
674296,1190945,1133428
600861,1133974,1295968
180772,699300,768912
31522,461217,117945
284708,433226,1050077
39965,12013,326619
48333,401001,420192
109474,10832,130604
178461,172585,787713
368503,1271406,1433264
306476,78098,52837
326289,353158,889716
158415,110318,1487231
268302,295165,320364
654058,265450,326565
32607,22740,2170
29837,235661,78299
77679,11911,55570
131329,320034,1114864
47866,57944,24474
242038,169790,932831
90121,542812,360620
124317,350935,1742148
298660,967041,37771
53224,33059,487492
547670,497890,1597108
186724,1102077,1669135
428356,345095,1281410
105360,252514,1793526
30652,894707,136667
204234,130144,222238
204242,225520,222395
204244,225522,222567
197833,328860,1481949
3948,10323,8682
32366,39315,2138
90129,439775,1738118
90131,60298,265881
90132,44570,1055159
4322,181250,31051
464006,129736,133184
626033,366500,408353
617405,183134,80528
473881,232517,210045
19697,10828,32950
18966,83139,119575
420992,1496521,1294317
168632,1270412,1148800
90139,188116,933604
88003,25304,59457
108702,20526,385535
88288,90453,379528
1175,1382280,1419670
445209,146219,137694
42499,896669,526475
498936,78511,1110258
39735,25961,15830
167120,188377,366770
168594,236381,1148077
81368,166127,86128
86939,1127991,72543
73399,32547,7256
1110,895663,840500
23313,127487,107020
84734,88811,203845
31005,147258,149609
80246,8611,1402
534514,331564,1503254
63766,140310,1351340
620115,1007276,1107881
30040,1249172,72589
36924,79668,169057
220286,58263,467064
19868,20035,33271
584034,360383,245636
161911,123707,657173
14225,218756,53904
161223,188389,55742
347938,306253,310615
535331,1105939,334473
441052,251172,850109
133883,1206699,148203
346145,687124,1287680
526988,683135,1352866
231367,331621,1373053
341052,1317137,1231849
9234,8868,31507
265123,252249,393564
95777,53050,112079
449253,727839,1622129
534811,1160457,40138
593818,829037,1396655
43565,974655,1359741
9891,76516,22414
46128,27663,298161
232025,442895,836763
650826,482303,548742
129411,222659,22449
44422,1517009,1464332
143850,169454,481313
206402,235893,155480
54527,463106,14143
142216,142851,114885
320982,930189,348923
624469,1443001,1380359
94242,351852,721569
95385,902428,903134
176784,238400,216812
117608,112046,978699
30358,149698,324151
88242,120912,13093
623589,339852,1008344
103587,27442,12459
315444,956028,109134
600703,780817,1424443
330938,427723,341986
343135,221918,505645
326561,228389,230729
623526,69004,592193
330884,231502,65003
343160,431630,537985
205144,39707,111739
311921,223814,202589
582154,242388,1350105
582161,242662,506016
330618,1139235,1842788
330596,251408,1281412
665264,1639368,1738141
6704,15359,1684876
36703,23237,74635
313286,1726776,178404
530442,1726747,178402
105513,339986,140324
226331,206152,926647
497038,136711,1546266
591652,183732,905651
107355,637483,101604
60198,6703,1664859
36082,205323,98920
241383,79985,1694862
161673,1186376,209207
687254,71027,309863
152050,381317,332247
407236,935631,1301494
252131,914874,880357
649946,727084,1268108
259716,1698744,852695
2445,68359,10189
90176,277249,398865
54688,537501,1275906
169738,785896,55820
124336,9961,236906
340073,123452,234868
87536,43045,155529
589667,1657643,52832
588308,1138176,1097378
587991,316246,1417169
145023,100922,17650
292454,111170,124977
165675,742761,666140
54260,342420,1062470
161212,22395,112661
458022,290197,1267257
146035,206643,54495
419106,1602599,1314339
389035,1011477,1244811
417258,1610452,1311103
423465,273117,1314342
190460,116835,1041377
221759,93891,77090
37126,164476,33333
143791,137051,859553
38073,286080,185282
495663,88278,760656
395292,1174339,1248667
429117,686237,1281415
196472,7931,236719
13562,16087,334510
211809,1488776,28624
211083,1488782,28642
210500,1488836,28643
31224,14293,64906
90187,393018,1537810
18968,16358,37190
30340,119327,303290
461820,78980,278563
210733,1490222,28648
164446,564870,1837339
241803,1116660,149553
625248,996509,52965
258251,115727,253220
1005,34748,333287
45998,232021,285428
47788,470130,230026
127663,1178510,926587
632131,1470506,1613325
307626,510486,311706
137670,234700,1050
360120,591670,664098
114546,135460,108913
37742,305157,369038
108984,150698,3277
297854,36422,224781
244779,1736738,557495
23443,30525,2243
90203,20573,1368001
16008,513062,417742
459389,825110,128028
90206,87002,78576
90208,9333,15236
481952,1708014,1739693
87303,17949,1457626
87301,17919,1447636
105073,106723,15660
33271,29710,16038
166909,228099,16464
36816,45704,15166
124659,189807,16476
33296,35587,15614
124252,189635,16515
143133,155148,16212
124254,154532,16543
33325,29759,16677
330549,315288,28037
208383,311513,895341
347560,29727,28035
351651,315274,28036
33318,29730,13899
33311,29833,15255
33319,34205,15259
113986,200275,321815
328163,744862,53259
154700,1067565,1505035
154698,171801,99415
23738,259424,33226
566551,288016,63289
90216,35208,171786
90217,380091,78324
130477,624811,720421
165576,284497,418224
44139,31089,364772
155009,861860,535809
60177,24468,20376
90222,148812,349665
210620,384005,28544
186891,280165,85665
90224,1049982,1624663
58434,13672,57335
610328,1124790,1700915
351868,13001,280230
661465,169416,993761
317109,6577,1411827
305389,240674,1733248
98845,17487,26142
348827,440138,500633
170480,61001,219866
34462,252030,506803
478418,1764185,1805425
332655,664252,1171574
332662,665245,1115126
207230,690913,696103
150820,68120,112227
543214,967994,779755
507249,926374,1041293
32256,15088,3447
14919,14905,3446
32576,204710,975945
634569,1306028,1645722
631791,1024831,1131568
555514,436435,97890
142339,235880,1430395
637441,1520611,424532
388738,1132887,1345251
388739,1132879,1248668
428357,345096,1281419
33460,17913,227217
13686,23397,49103
434928,111782,416583
428207,425396,1281420
327071,49057,14706
211564,1402706,28641
209649,1488876,28644
212027,1489534,28594
212952,1490054,28647
383545,360049,150986
383603,1478607,510568
34846,147743,476754
155788,232942,111068
217359,497835,246647
553775,1022810,59622
217180,220437,118765
216976,267306,118372
217384,139915,159085
601956,449537,119887
662822,554486,118238
663011,336138,119869
662894,415208,118120
663757,1679463,765332
663123,712009,121790
602004,562373,281057
334220,257197,122428
674977,1338302,521204
90232,101315,74228
13927,375169,128530
636423,84421,1704803
549908,383862,1428333
361072,1683078,1684756
366812,733435,810671
3699,157834,253627
117328,4876,2106
91848,210826,151576
458948,86969,498811
50557,70387,135787
1038,4686,2104
366998,281891,1406308
23737,5770,33198
149660,197611,775310
149626,110780,10658
149625,59932,37321
466453,592477,544855
347237,249379,246162
264885,202803,788839
331985,231975,996610
3714,201566,483297
73071,135889,406794
90236,17167,15420
18969,411761,108391
501560,545211,880072
90292,166900,750105
649374,187972,210837
3058,10814,102142
152968,32501,661511
90237,472931,105053
10893,15386,447322
368768,826436,1335478
160399,394810,498616
263353,541137,497963
160948,353815,317440
211810,1490232,28626
212953,1490386,28650
211526,293069,326135
3105,135888,158990
88903,1629511,944303
650641,285852,1270574
195049,998859,53124
498940,471484,1625456
498944,78517,1109270
239734,903941,402204
535058,654620,1400455
160475,413559,620277
158238,81216,510871
388737,1010745,1246281
214452,592767,1403135
408658,1004748,768247
233497,71670,1110505
364643,291017,86123
406344,902438,705472
75416,18497,18113
64033,167667,290422
74152,271502,361881
119742,69122,150164
439937,197515,94709
335572,410178,355984
30569,186358,207230
372365,526782,750899
154508,301928,215029
99599,169210,67346
6744,127206,1693056
90246,254324,468491
324730,972308,1029711
364687,157596,19294
155176,125421,1001212
205963,14922,126564
339867,1452473,410495
585846,1359199,410502
114197,559049,319237
503133,384892,444827
14447,10400,14215
203141,284015,200228
368769,817495,1335480
559669,711428,1832377
429118,686315,1281426
248876,383926,83998
399469,863502,1288329
597452,1149023,934731
370379,1116268,1129377
360298,1124076,1081288
355970,1124077,769612
319230,1124078,768064
266275,911391,445923
665766,1497369,1631154
631142,1510620,978002
391572,1033678,1248139
617357,100435,23094
465560,325132,1072200
56273,498443,548127
387854,1120977,829744
1796,328174,62325
81689,543,148569
274543,45286,270132
90254,93828,1402509
10071,2190,12627
90262,589116,66282
40167,155198,156438
298271,66146,585381
606619,340894,1617569
532425,262319,236621
90269,398796,1362910
178596,120012,1256540
30446,288136,197683
1182,895737,113675
202615,318119,76012
87804,14051,42214
232956,301297,772463
555588,41244,148139
201534,289188,298319
14750,152817,160511
19297,722647,47024
114406,16172,1700843
19301,362610,298528
396229,915948,1250387
104487,246017,143890
301553,91764,250558
29391,210841,310062
430394,1671190,490788
493801,237541,476755
25903,133221,116280
226593,952554,340720
214453,567684,1398383
29045,926790,38565
73780,39330,404995
73902,89425,422864
34363,295835,595285
204461,1299423,1061587
340093,69230,72545
419966,859232,1314357
395293,1137750,1248669
369007,472090,1428950
394567,1167117,1554423
26197,716548,60344
419108,937201,1314358
554616,1053859,12643
504222,279730,971015
34361,295830,594560
285164,329556,63240
39340,14570,821909
208863,411866,518276
169548,473744,322840
206190,110181,211947
493378,642684,129294
197019,156930,462337
202619,647829,133137
563443,960908,1188455
298163,357176,347639
298166,485967,503766
173734,237078,1394268
286386,353480,21285
42504,1782501,526493
302065,1124070,1409510
302898,1124071,1410073
356314,64115,520628
94049,950060,802290
482056,805798,1495174
421003,868109,1294353
418576,1001043,1307376
400218,318627,1288337
430431,62609,1176955
4132,549284,14327
601747,1034295,1128025
30335,105986,674505
530712,851774,1601318
110493,669694,161272
77590,93168,77619
248612,1649584,992917
376848,695495,410968
151901,52263,84934
283457,10396,133571
426748,1019414,1288339
75066,80766,95164
32503,244548,101132
32685,270712,822750
379091,241973,98891
430079,404354,1281436
404667,240396,1292975
30027,5013,14435
163488,111547,137702
435009,131382,33286
434991,1777701,137704
163136,1198034,930524
6745,167059,107057
412253,1005435,1307380
425061,826632,1294358
90283,439609,984191
86604,33274,1811324
90286,634039,11328
482071,1374525,1495235
384955,131378,165772
130179,991496,1091226
238211,128087,118361
42450,1617360,525913
542896,731890,989477
120716,193402,1459200
130228,348385,28230
299022,485083,994099
217363,3664,19227
536059,225227,457074
551579,167334,579113
558162,944281,1054607
130183,222598,1712023
297080,222752,22686
11082,197803,1341867
190018,1400282,1162765
44109,25856,481643
596955,1033474,1694186
272291,426025,258663
408662,1004753,1301507
439884,305228,137809
1183,163538,116176
130258,458505,613117
363273,31550,1821913
588271,280584,909276
1184,798287,114087
36293,149329,785114
467802,922852,464030
380030,454821,245068
962,314390,307045
923,4402,1550
364727,1124079,1129374
43794,18265,265652
320979,327579,98903
111846,127571,89455
132483,5690,108938
37953,2421,533995
23516,31015,33187
141042,1256338,1159674
36559,38345,428367
38091,97326,105711
90294,11752,166079
34366,1017932,107451
34367,295841,584230
83286,98353,240145
213286,1490392,12083
118501,9157,104826
23535,27320,33188
442916,150254,107926
1185,899343,116055
255159,227829,1512004
350741,739114,672529
66897,50041,91139
40209,29704,1633650
40168,42707,882680
328778,199808,1739822
161970,1063508,1727723
286753,279046,1342593
419967,937174,1314367
265968,243987,37598
417259,866086,1311111
172628,282481,1188569
162047,617544,422264
345823,446937,1246037
345565,92957,428536
213260,1490398,12085
272590,225762,148650
645233,282021,1051308
333120,1022340,165253
504094,208637,1425973
144736,186862,52410
513858,962375,1869751
505380,745010,959927
259531,1001972,1584353
429640,1037396,1281438
672854,1367933,1602720
64208,1386247,41327
121492,855022,1666468
337578,207430,365166
109095,20264,121674
368898,817516,1384075
368771,817457,1335484
615314,980173,1129193
579422,85252,1386209
154014,241274,1449097
632943,51704,95889
180878,204424,441472
73660,216538,75834
1043,11615,24737
326727,344302,795690
385964,709646,127236
680473,708797,45869
622675,248329,234504
352012,727559,480662
208671,266994,1463574
138236,59483,85480
548539,824092,72566
659223,1537704,105269
642825,234878,1223890
228515,15379,83176
251029,182898,122183
107663,15371,9720
201166,286525,856049
413463,1548645,1294374
422605,1588087,1317908
147811,353272,311621
414158,1312642,1307382
400611,863694,1288343
298289,83868,852080
527894,682874,268836
177231,108214,1256541
164110,146904,1023360
124581,184217,51858
279781,228739,181836
90310,1382270,1418363
29156,223269,11269
555158,436385,89330
2339,36981,305535
100525,35179,12839
560999,11928,521330
456690,230270,1506684
177094,118031,1256542
495099,184294,385856
174388,26437,1256543
204489,696743,814868
376961,271401,157745
26546,21864,239887
441437,634216,1332014
514671,921446,1325278
90311,518622,275280
25868,971756,61401
213287,1490607,12088
356331,421420,28366
53607,583789,1405654
197935,1205737,700935
430181,602230,1288346
7194,154116,7138
48491,223506,4984
50573,797033,1711915
7196,23365,21633
414159,934554,1307385
592765,227909,73523
430182,606815,1288348
274034,533954,594454
123923,363868,159014
420478,871776,1314376
276979,1758701,892698
335110,249289,552125
416221,1197887,1311121
162080,186704,14217
581689,269832,692629
555119,534749,369638
67433,968014,83773
622875,1137052,1603740
543124,848739,1012421
90318,84100,1015468
399472,951368,1288352
432767,205439,430158
81168,10624,32946
110525,30731,98705
506882,980156,1087284
574178,1059369,627351
489586,967705,306683
252428,38159,365626
555903,582505,1457843
320544,510571,571240
265349,221785,196081
151821,225278,212650
146256,301449,423050
88479,40185,767370
85077,93851,19451
30606,20038,891074
72157,20381,891079
260088,1134462,735569
51687,268895,94825
23734,6372,56175
660912,1568897,1726477
62541,157434,294305
268090,749084,426034
569811,1307307,1727259
239447,309642,72276
410691,1518507,1304537
90322,837365,1419279
126993,156388,303320
46176,529808,1712846
560153,1148458,1323207
321832,533468,165197
4309,27093,28984
128810,27313,84858
177857,454549,73169
93073,220627,546401
12276,8213,655092
251659,671286,1235329
176286,159901,470696
1840,882821,7142
620671,1463730,1566263
34194,12387,14565
284217,139779,337386
6104,10375,101348
50280,31599,632445
971,10270,87323
81680,244534,1626770
166906,88035,131331
149873,1017810,1517843
68771,1388645,689593
453439,71692,574891
421688,1565734,1249126
389041,1104125,1244817
502005,811876,954325
214454,569916,1617598
63278,581261,1236954
160222,143512,346684
283879,457785,607899
196927,441022,164056
519603,453776,274543
628083,597681,933465
626871,214173,32334
657216,958859,107062
52395,77049,23501
362634,739098,322555
151907,268415,85259
130548,575941,63230
554385,632514,6139
323072,270260,61018
399474,611038,1288355
619494,1205836,799817
109240,77640,168205
390310,240415,1292983
215456,773456,1386977
50536,56749,33146
619763,1154047,1394797
143290,39328,955024
164894,110224,383005
241424,254120,952913
169981,236258,183962
266149,446504,1721997
88844,123403,134931
624200,1003975,383994
215457,773556,208618
168453,167342,13743
250597,265212,1759252
443114,67181,1402817
356358,457599,1148702
114904,624031,860577
1995,101760,1671732
109555,85874,585886
395298,862832,1248673
256394,85784,1569274
4324,135340,30992
205612,1460705,1323464
554238,797259,1279717
163741,146958,220767
150055,401917,479051
301953,454382,536834
659740,1704030,572843
253024,270233,239511
363863,754231,287583
107720,108114,23500
370915,576595,151414
42476,1618247,526375
394319,146737,746570
147013,144752,84146
989,546,8929
247389,160656,103468
623857,1383306,1231820
125339,6167,1664089
367110,95757,238078
198865,194904,756101
36193,144907,47340
366527,1023436,895701
581723,974547,1073313
90334,15380,941514
505191,1016985,868025
73332,187022,116313
30883,62674,33303
323173,13685,536879
38410,186905,85651
436942,952907,1292984
282209,62613,1281452
168454,279468,1081643
225813,1142261,958580
156092,156703,159618
343844,651984,1601243
2639,14336,104897
295234,38672,78667
394580,1266094,1755407
422224,1266092,1301519
215002,879975,1618793
32704,322231,1398144
214458,482146,1619869
33122,342961,73053
114796,240662,542371
362310,1016546,618127
123030,412032,159134
393287,947495,1294409
69356,357272,45814
322872,203184,1143684
122876,1102834,832435
314144,340197,78012
215458,774540,1388167
612564,358944,1485076
4243,1984,1619510
63668,6641,31975
684706,344211,1033885
215003,1095308,1614017
60253,60923,168882
77485,236607,217985
130747,20250,5951
195721,705613,1134619
7918,3947,14294
550606,65874,1180151
124390,207015,16541
157955,180420,431193
126818,31297,178266
556817,388947,494836
297272,33688,51662
155178,330055,978211
31500,214741,265860
33148,37032,274720
622016,321310,483026
87173,318020,38216
348633,432093,585849
234307,300722,472978
11297,754,2034
29344,7895,19139
39497,77217,18025
34034,262241,1072052
128295,1018418,350243
39491,3976,112863
8051,3003,1342
12585,561596,12514
704,10,133
514883,680725,178610
366387,300824,473047
225517,905720,1530957
234713,17168,15423
234718,18421,341585
391854,300189,158650
3022,138419,65182
90362,1142883,1413663
11237,302624,1108972
410544,10057,259367
70282,73802,65640
246589,91843,595643
122546,810956,1413410
156791,78166,957927
481627,28060,127243
467862,669249,172432
213289,1491377,12091
211019,1217497,28655
211565,585888,17266
117745,123312,139199
81480,25296,40861
139360,277233,648607
193447,61784,72546
274587,587992,554223
330398,784863,158031
478921,160354,56182
443020,229303,336547
42443,1617127,525895
1189,15624,781422
90373,392964,1187565
110647,30289,1454066
168614,138280,1372177
321022,52882,1797618
627270,220045,1424313
627254,122976,623458
368772,826438,1335495
228968,73541,88147
90375,472712,1005849
188351,90967,128900
30844,18904,18089
204515,73542,1170685
664067,1257276,1531135
200694,346520,798506
380897,105530,158679
111695,1644507,997108
75041,66799,508455
422929,237645,1294418
414162,1252457,1307392
394585,1103304,1844266
389043,1103301,1244819
330599,62650,1288365
195703,232034,86736
194541,74793,260033
194543,128283,152824
90398,103273,85442
39237,28924,33194
90381,280587,996108
329838,422615,1557214
6459,224125,21133
234433,83935,750705
2964,1331,47184
351014,670153,1343158
355589,262322,246015
226033,213435,6502
197726,392162,1380239
210735,1491856,28653
250620,268894,1151941
115077,146812,168338
285728,964463,1510359
233195,157279,123317
34305,38742,290676
224721,245780,183014
333510,260798,29026
325436,203265,1401169
106666,412040,379269
90387,37612,7324
162872,55926,803286
33462,53157,33523
988,312967,23506
32616,37669,169483
9317,101261,959246
39918,59774,119497
270063,389049,97296
269884,381918,105858
621119,1540891,311097
304207,163884,1474981
294899,483652,333562
294830,875394,789010
228867,323215,369884
233313,497055,817097
228878,349500,369912
228882,1515642,669036
231967,496825,814766
231968,496855,814100
229105,496728,912501
228891,496486,439487
234144,1516106,909842
232008,497057,817255
228895,496494,553445
231970,496882,920727
234147,999032,669159
231965,496742,817128
228897,496707,808126
233715,496286,830343
353609,686514,804672
499077,78530,1110346
32623,133434,12414
195708,105583,95781
33083,254009,14889
35870,41457,121528
118744,23556,116119
102118,547,38155
68096,10166,101356
12487,290,4381
147122,128040,49357
520107,1466304,337421
390612,202743,162916
963,138507,112354
143315,116158,15621
93920,196036,1448662
127578,68338,101592
37122,18194,2396
127424,221222,48448
131755,407300,149486
40169,262328,55669
32743,27365,257458
210501,1491920,28646
588414,1271641,173608
648224,305902,27042
527427,610012,369374
215005,1096317,1590312
417909,1284736,1311138
229097,104770,223195
286146,16380,15271
253047,1026439,9017
520787,1014964,1694269
244171,886252,1276798
215007,484785,1598606
164846,312029,65277
541996,1066236,1178047
215008,933428,1605394
214460,1295154,1614581
90385,295076,1183986
326400,1762524,1386346
85046,514821,120422
397796,746811,466663
34369,295891,595519
389046,1011490,1244822
417267,1603788,1311142
215010,1098666,1613730
330601,355154,1281464
428208,425789,1281466
392194,345097,1281467
399935,941600,1254454
414741,1182567,1311146
506553,906242,1451286
220722,918023,1762619
220720,918425,1288380
352735,639408,506192
412254,1005388,1307404
282239,250264,647592
419116,1006735,1314417
107630,60026,262164
243318,1149878,1396368
162362,221012,462818
158824,209444,197982
34371,86974,596184
419120,1609526,1314424
563069,1162556,1350201
406353,903503,706163
340882,1192308,793816
410695,988792,1304551
19819,42115,341419
331029,545894,1439300
77479,618311,1378432
19825,412726,205716
77487,355475,205784
77658,709604,533876
77525,79248,442291
77529,394141,470840
77657,410604,1840614
77532,410609,533240
142437,316533,862660
155873,383588,513799
343411,1463268,431427
77574,404160,205821
77626,404161,442946
77580,609874,437779
19810,382596,402744
348613,262169,1053
234308,21953,268052
450041,589655,111113
53470,134106,75780
145601,384382,163004
448058,358323,492251
196143,23396,136555
419125,1006696,1314430
414165,934529,1307407
416230,1252891,1311151
421691,1251749,1249129
327353,1346543,703455
214462,527193,1613378
395303,1024664,1248678
394592,1023498,1844247
395304,1023336,1248679
410696,979175,1304554
176653,244975,55292
474897,154889,234781
23655,192815,283464
73663,8987,108559
1268,891653,111674
353513,498013,1529739
71347,12310,73790
520063,698603,1839398
64563,186423,1738526
214104,137486,1616990
70449,161538,71661
563242,253440,71678
612131,248969,1076978
39966,214132,59653
599882,471885,1067850
2333,193570,271292
162769,332871,1402085
205213,413217,1454233
162770,413043,348772
597417,1217545,475355
1485,8732,57642
190642,824153,1722005
313686,169613,339085
34221,141997,162074
443382,157646,902754
279813,62123,36805
167685,65993,348065
218752,336979,500387
452320,741646,960114
126207,90247,1042908
219425,186344,1649293
44233,58231,29462
1420,314299,165370
112366,1629489,161318
520421,783819,208373
113011,965150,951044
31247,44259,254126
442703,591599,1014224
394594,1164233,1844084
396239,1636676,1250397
399477,903676,1288391
330602,62767,1281472
412854,1164229,1307410
427089,913191,1294452
218138,145839,120694
224978,318192,1090107
217155,462773,114344
416233,1252884,1311159
412855,1237421,1307412
47067,343,443460
417913,998635,1311162
425072,1519465,1294457
106882,86570,1331373
90407,938828,519705
215012,880055,1587876
215459,773156,1388054
415930,279223,1311163
395305,1138924,1248680
410173,868480,1294461
397797,746887,1281482
428209,430158,1281483
21879,1095445,537291
223569,228364,6563
227387,112436,1376116
226818,333624,195385
88001,10488,541691
428210,428785,1281485
90409,637256,614869
274313,294590,645746
397798,748669,1281486
406354,902425,706168
18972,632729,298749
397799,749317,1281487
103893,155257,56801
230544,212008,167179
90411,211959,228311
42503,1686757,526489
406355,873927,706197
128139,99974,72976
42472,1618160,526335
227347,103660,1351702
395306,1141583,1248681
543067,54186,329821
8438,64647,594843
107373,68105,163109
107374,470436,1601574
368775,833385,1335505
204272,397841,1164159
144303,156685,54852
331412,789476,427858
331411,788320,427682
331410,784197,427673
331408,782515,427663
331398,782344,425317
331397,780022,425297
331396,779449,425274
331393,779118,421951
331391,398622,387903
140310,392427,386329
144948,392436,387110
145618,395492,387103
198162,346994,386304
331429,396284,386648
331537,396288,432701
331441,396286,386602
253822,392727,450796
256065,392440,451113
256562,393109,542139
256326,392711,450973
258043,393164,469139
303157,472245,614916
303194,507418,614287
304944,507422,810485
340849,592179,807636
340854,638579,808093
582826,638593,808170
582806,760804,885987
581688,872046,992717
581575,967171,1076475
580249,1052242,1355816
581528,1053203,1386996
580247,1167093,1355519
580472,1167099,1355749
581341,1167370,1355546
601233,1258228,1435621
228406,1100742,533508
109028,85072,65965
371050,429468,1414998
90415,1126335,1417420
371265,1216848,1817960
341315,450776,552127
77838,94777,76809
95971,1383766,279105
248619,1649710,993394
152319,59484,85114
107716,773103,466824
5997,94194,123048
375224,6172,632982
527421,188460,696532
589345,134071,696201
243703,1030016,597972
218268,187259,390204
582301,334891,964177
198883,589789,149756
192994,1268386,255062
165578,417950,325868
613623,468802,129646
95113,419118,1229
332574,89538,1017662
3615,6341,373
3616,58704,8932
993,831737,758436
500710,825639,968307
555667,316881,80678
560613,942482,866579
430183,662901,1288400
429126,685679,1281491
43818,103237,34401
589395,145524,796213
162273,166746,219189
11527,20646,15188
164810,126277,342718
328210,151317,273223
283588,160077,1041812
616130,590082,780678
332890,469482,446580
375905,77505,113309
402552,142639,556449
402532,868950,859728
82289,80827,294913
616815,747145,1615822
32188,8270,238115
342111,360536,1457512
506196,224551,993281
244931,23250,157018
13645,1156588,118213
46989,341469,727385
38751,41953,100350
568331,350138,1793308
477086,195450,409850
169418,442482,1404752
503023,818766,1418
90429,7012,1526665
577558,152894,984589
123789,270,7512
107865,252319,94681
381197,551044,1003284
430080,404357,1281493
389074,1036518,1244831
395310,1134407,1248685
329457,416798,1314447
