sk_id,cs_id,hu_id
362571,895087,571284
382238,1210571,1106608
383453,804654,1108278
225438,722350,571288
383738,1063187,487684
325051,543633,662740
319291,575622,291095
225914,945921,846012
517891,535517,288036
225308,535125,387883
270212,728407,238891
308101,536204,237957
226303,823886,964129
325053,536198,1044022
308094,538248,237602
362483,912372,1228181
221533,575647,505580
306529,720752,1121147
381852,934788,456520
481871,576385,505583
362569,722008,937037
382901,725853,426660
386421,943573,716408
217997,1015718,517012
226892,902940,237579
517870,1241823,1069149
221077,937221,491420
445174,571647,408672
319360,907825,495268
445890,1063944,1153203
380707,976323,1361970
329218,360441,942964
243896,586712,941176
227035,225746,296957
307814,578962,475873
381104,586676,523449
198305,535487,523655
362573,722082,518624
383678,722191,1183860
362485,1037939,1105601
383686,936877,1153871
271725,544180,237365
383198,536960,495148
306527,536413,412682
448537,1261971,1108050
321455,554725,288050
225309,944762,225322
382500,791809,237958
322978,544579,238134
445788,1144318,612689
180892,552540,475922
319364,536983,409118
320288,882335,997042
481891,536197,413186
218763,536217,510554
445791,1043455,1160855
445782,1113365,495141
223076,725714,680103
243768,535501,237736
383452,586709,1130695
254624,536786,263338
445783,1009473,551259
383138,906286,728917
363991,538240,492020
320478,544796,846013
325056,600275,427199
332165,1034999,412654
307163,552049,238127
445140,725171,520025
385805,728059,518404
386003,552067,1116280
318998,634918,493728
444759,606153,967201
517868,537676,304153
180960,710992,667715
383116,727840,475925
319506,112787,231677
382933,571650,517020
481689,936151,997589
243686,541100,409120
362579,562941,738585
655196,814133,1166162
375465,565940,860360
445787,1061321,537822
222954,656019,263478
308143,544799,237370
198501,538242,230539
180958,586742,1094987
325034,1227648,1137643
517855,1035682,263027
225910,536380,237947
180901,576380,443043
270209,544801,284965
383085,913650,606050
226886,552568,237616
380713,572038,524755
325036,901679,1107951
362583,920196,944181
307173,576983,428488
517875,571611,236947
362584,722344,257312
246287,536201,409121
539236,932818,614016
382502,728036,532021
362576,731155,475923
325037,575837,446137
322976,1069495,602707
333559,723352,419750
329229,767802,972264
362568,921221,409124
481678,536215,417525
383231,1032604,1396837
383094,535123,475729
383118,538249,475822
385243,896896,1165358
386004,552222,981420
383205,536186,475802
383103,536961,475831
383220,543626,475829
383217,538236,475838
383222,543692,475828
445771,944038,1606273
602346,896836,475843
383124,535496,475732
383091,535124,475734
383234,543618,583083
383202,537997,1114723
383590,722322,1105474
383682,965619,475846
383224,535514,475837
386342,945640,1538886
383232,874476,475817
383210,586692,475810
383218,895971,1580665
383215,891454,1348879
383086,722019,475717
383674,677685,475832
383239,535150,475738
383236,575649,475844
383099,535142,475730
146834,648151,218998
445142,877800,448015
44056,294437,204108
383100,579510,475919
383203,535502,475803
383104,535518,475816
383223,535149,475841
383204,536191,475737
383208,536206,475801
383088,536214,475918
383212,923311,614028
383207,544035,475833
383213,535505,475800
383102,538228,475815
383233,882359,476026
383096,839858,475830
375462,777389,225348
383093,535134,475839
476919,932969,1165178
448339,907163,908228
383209,535516,475799
562408,906993,958383
325059,538233,561985
476918,1227994,1165177
383201,535120,475731
386340,543404,475920
383119,536220,475820
383588,722421,1105475
347910,640539,232649
121093,28199,52369
308984,684873,554879
309676,1119755,574313
682390,1055306,574302
309061,1007737,574291
309062,1008182,574293
309662,839278,574300
334420,1039152,574316
309655,815037,554868
309656,1023151,574297
309660,1011598,574299
312756,914840,574307
309653,684871,574287
474684,731989,554872
309060,731977,574285
313820,688959,574292
590256,688286,574389
601870,685903,574311
382014,731978,574273
601748,688966,574324
309658,684888,574286
316141,684905,574303
309678,731986,574314
315533,696986,574349
448819,685522,574294
309672,685548,574306
313819,685265,554860
312673,685293,554867
309681,686689,574317
309670,684880,554862
312677,686683,554876
309657,686647,555035
309654,686583,555043
319025,686980,555050
319017,687067,555051
312672,687298,555058
313818,687344,555068
319018,687351,555469
312675,684909,555838
319019,684915,555172
313002,687751,556113
452400,687744,556120
602247,692213,556148
319020,692221,556150
319021,1005847,556153
382013,1004370,556157
312755,687713,556161
319024,687721,556177
319026,687718,556187
319022,685279,556210
319027,687524,556468
312754,687526,556719
313004,685341,556903
319002,685918,558200
319003,685923,558888
319004,687735,574081
313005,687799,574272
308982,687803,574329
308988,695094,574315
319005,932189,576059
319006,820042,574304
319007,723453,574368
313001,731943,574383
473927,697014,574737
467706,934570,574348
461494,914744,574386
521612,818420,574380
382012,932186,574381
312757,684884,574379
312676,686699,574325
319023,687805,574376
319008,697166,574360
319009,697156,574326
319010,818518,574743
473535,815186,574275
312753,695229,574319
319011,888359,574725
319012,697018,574338
309059,889562,689603
601910,686530,574375
465674,705670,574357
319013,685582,574356
474503,1018672,574362
473893,950757,574371
475524,912692,574361
312760,914522,574373
644340,686435,574384
473892,731961,574382
313003,692302,574374
312776,687730,574350
474096,815044,725540
312674,818205,574355
489655,815475,574353
476089,1019808,574281
319014,973731,574280
465244,969381,574342
312752,687392,574345
474110,687389,574370
319015,684879,574336
319016,684899,574717
464481,815071,574318
313007,918775,574352
473891,861697,574332
514648,684902,574301
628760,684894,574320
475525,961285,574343
674345,1000943,559249
628755,1001327,773804
516218,727877,826497
633675,782123,941372
628754,1025763,1050382
628756,1148921,1275693
674344,1218528,1622874
670287,1402612,1597143
653859,1348511,367854
362055,229909,788460
77581,35063,52363
226349,398785,245036
153253,33644,144545
83591,30747,79007
145513,228872,471400
283873,835264,892520
206138,357827,471395
319758,457842,671728
524182,1025327,471379
569076,357843,892525
83593,228577,471410
162966,228595,1089634
446149,194096,1048957
299247,228860,470844
206139,310151,598428
333561,306223,471428
382892,298165,448016
445778,876227,448194
121198,165915,222833
113884,30842,51633
383382,554021,1153616
44576,304423,987702
579407,911321,1105612
445141,876255,448187
489639,876261,448195
129922,665625,1361951
382819,387942,476383
129938,492702,60778
293846,360833,60502
23473,36511,444914
23472,19302,46415
23471,203394,1768628
523481,632506,1694718
231005,1659166,594781
5458,941,2064
680966,822755,409793
9634,245489,211426
672784,1791049,1675681
681933,1480304,1653732
673540,1494441,1678117
214105,1151647,134069
322763,54229,33025
67006,88479,33081
254910,672809,1671990
112679,137061,797691
44324,114642,33075
112790,469711,41106
337239,599305,71512
22990,181490,1662754
326145,1175600,1567533
126796,6208,51438
122145,144875,164266
488406,839332,1723449
498032,866607,707967
374555,1504675,1061294
366571,103422,54318
322545,51022,525271
498103,683416,703061
498033,144017,541638
498081,920227,780228
10279,41128,54381
76675,93193,672251
580522,1209749,820684
126715,33640,152765
5456,48946,346713
481494,1016663,1149924
285886,1266418,1105143
498083,912661,702820
284419,206564,187843
162998,567553,1837609
323775,46641,87544
327254,598659,165008
635917,252771,1470134
184571,183885,516559
228473,279899,286024
184573,351022,102186
198057,374169,879209
23640,9851,2560
246919,291609,986854
60992,339864,1733808
72315,180014,1733653
65288,188871,405906
44401,39271,289653
39387,177224,350516
474658,618658,1648521
265481,347858,542944
144997,222106,99802
261723,509822,615501
61090,202813,465080
182939,81939,1598047
558552,1375385,719648
289781,344106,1074387
581735,504577,793771
37079,23798,73228
528878,483696,1075819
35982,151158,650893
30075,50178,235751
60785,100354,366675
269262,101875,1439963
362779,730215,1739919
63113,23899,280376
321878,317407,760343
20458,156295,732422
226854,887145,1566794
112513,924344,1547025
518819,385281,106679
2879,963469,54615
19967,23872,64107
141496,37007,97105
160708,304437,348213
152204,135846,113156
20614,356071,62929
72314,110701,1692072
65456,27627,54610
104940,107377,465001
596448,861069,1740188
108858,77613,90312
73706,90039,235756
267139,969268,433843
375107,583339,704396
596460,383846,1688928
307768,235559,227182
225992,453215,653985
681905,816464,1437848
188570,365114,993577
59650,159507,421405
36716,607029,1129666
143704,457338,315208
188360,632752,1497083
91962,333702,631592
117205,173121,235750
14046,38908,60257
494164,43278,1725106
20167,259694,63906
109750,619036,1001208
617995,340382,1658662
555936,245593,472177
518432,621695,760270
512779,630120,986967
105317,23833,596311
522999,504510,676235
522998,350004,212828
166858,531672,676645
108851,842739,477309
474662,620960,1175458
343694,1490721,1082448
367351,110703,1602239
144996,97424,508145
213730,153011,1732280
308002,620473,1703350
9631,23838,1024974
580103,1666417,1740469
181370,91540,704403
104471,404083,854228
104136,202620,1721185
137409,294566,1835924
339307,536184,507179
244008,270616,1733786
327356,252131,106720
574051,957230,1530606
68464,38909,281234
106554,89298,773517
6112,23792,62947
271516,23864,581332
44455,32619,198931
579497,910926,1070331
581749,504508,793770
505094,368414,323339
647146,1571211,1733819
520465,323415,1733791
81466,156639,298252
107393,246992,1696605
304921,517325,1172258
27405,90796,647955
589838,135447,1661352
113014,173305,137177
65289,125924,264490
104910,265596,1073691
114467,78123,60233
557396,152611,594871
117964,809074,591760
132273,259745,406947
30734,6331,70554
20392,81989,7575
668466,843245,1007795
82282,73706,752599
120025,12582,15504
661949,682121,472865
76973,771941,82114
291295,1054561,387788
157769,412276,338218
291296,411791,334408
278597,433966,473012
317999,517811,725148
378012,650992,806890
587506,1000725,1103362
580240,1108241,1268685
580235,1201606,1385304
601511,27440,18149
249587,1297943,88245
125721,188431,908201
19745,191314,6971
197898,1105657,686957
228061,46637,14679
369504,136742,88151
511283,351151,1777857
489624,29098,84053
35103,193554,40471
133409,1120760,1069530
5455,215228,1231743
13187,924326,363139
50468,453089,662205
4932,19,1283
515511,8053,876252
128426,714172,1583756
53231,674,1237
53795,51340,581441
51191,102061,173445
363411,1603546,181245
34686,4986,7586
19753,30700,28370
82232,98613,240393
30777,20870,503150
61539,255541,137582
83719,154446,109097
65331,260094,469176
34296,32660,3525
301047,311511,31553
42404,20081,23723
42055,443490,1605436
272053,156822,9306
165683,13986,55351
11287,839,154730
292244,59488,6633
118518,10545,151123
292554,240784,437950
608949,445083,487838
128925,20082,23721
325924,109551,1576010
325922,227895,1105426
500891,304238,708346
323801,439820,1103283
244346,429,15296
319185,55449,48584
570258,1268941,1795438
61720,255850,195729
183022,247407,9696
667515,86033,1403080
340728,4798,715599
617741,584538,462797
607732,117868,1160033
641223,294029,1828830
551584,12209,707690
17551,31961,38805
13955,381401,35799
188847,41731,49297
61998,66168,89177
52838,543552,693653
65793,101411,52753
117568,89284,509518
7902,8761,40306
65431,215227,546873
13588,50799,299892
304892,438677,179073
180653,222641,164305
354518,119471,1335394
4405,111,2765
385574,913435,707592
654333,771243,1597274
52458,1685137,649506
13857,50606,1731800
162599,674312,1824791
119732,1337716,127643
72948,397223,847881
60853,99385,707923
202194,344870,85057
12594,216164,945793
61069,148015,759470
67012,1258348,708103
117543,1157743,324519
117431,621420,1823337
23428,98880,762573
52873,94186,943863
40149,578436,1814136
113364,98331,1473082
117679,506718,708489
60812,132165,761005
35373,101031,89569
114423,371381,708074
117471,1242060,707951
654330,636956,1632275
121096,134643,767136
66987,108830,499359
62193,1344483,1387808
183093,99370,759489
24120,108808,1059579
483229,104627,708550
23700,137965,1388563
120591,190001,766713
60856,103917,761103
23375,125049,524886
25331,108437,324509
84391,1201683,261643
117432,674364,1825653
130270,1232019,708136
65965,939764,708142
111795,119387,126274
61063,237412,708520
19211,558293,1059895
160608,195489,761300
120303,237409,708519
23394,104636,287750
60219,103619,287132
52872,282048,1172334
163687,472465,102592
72955,97233,708534
19416,51921,88602
20192,277466,945962
67005,1181132,762223
654328,791586,1632695
117474,196828,707947
52743,153206,692550
114414,181879,707953
19765,98881,210269
314160,238166,706948
129059,327542,708073
144999,169806,692557
121090,183148,1269435
65961,391419,708146
117722,189256,708072
491993,723427,824879
33118,1140007,253561
72952,1758124,281143
53914,97959,708491
52482,272242,1672239
13309,626135,87504
654326,666956,1599250
23005,332034,392707
273916,463946,248328
23083,1159571,1082241
120280,433556,708457
52544,164312,465395
52877,94211,324510
121309,195091,286502
45661,97975,708430
117439,682041,1578516
388743,98787,708552
104806,99350,707949
26475,109052,612557
88720,700940,766685
266975,1451722,708492
51358,97264,1222805
106513,103621,1016018
52865,121618,708070
125467,257546,768482
524531,103620,465392
522314,148731,763122
374408,268312,465384
73334,350471,708068
117725,379346,708075
61995,251380,708493
87944,238031,1572181
52471,98882,650155
190368,190319,190947
654334,666964,1600262
332261,216070,761206
52531,109426,707920
62132,406020,707922
201896,235197,686952
23400,125104,707068
23371,115831,525072
30520,204132,649500
114417,251443,1610373
66999,104628,708466
222958,104608,766903
81486,227776,763887
66985,181469,681635
62134,134649,707924
162275,153215,763914
22362,230319,282692
65885,130713,267008
117446,636832,1828659
117447,650496,1828679
23399,131766,1623379
66174,1451261,1664545
183095,104607,761067
114071,169775,708441
183097,241457,759472
106570,134640,762542
117449,641131,1823353
117452,650495,1824852
120592,99348,761168
106424,99349,707950
75190,135988,765298
52402,177616,1706823
28211,325354,464546
67002,1186033,708573
117453,674330,1628640
87541,183220,1350556
22360,386555,1707226
117454,635874,1825174
181618,190625,708455
161903,635802,1584649
142669,113232,637018
81668,169816,708525
113415,197663,705331
52866,108828,705330
654325,708754,1633467
113440,129402,707954
19514,266632,203776
25330,1684884,88756
34812,104919,410398
676766,697485,1620043
15274,438585,1623705
106460,1584803,707948
23699,137955,116641
22364,1125240,1663895
51816,103630,465368
14837,104621,708429
188379,153209,692563
52875,98325,139148
74176,204109,197813
151177,708126,761317
654335,679721,761798
123275,1699472,1076181
30517,156975,945795
12960,246754,1063161
23398,105901,103153
77570,183870,761291
12595,276567,942023
114412,190609,708456
77567,1201430,158498
65944,655227,766449
111633,327539,846208
117489,499528,761161
129590,1678642,708138
145238,1637173,708102
145240,1586836,488132
145236,1699856,708141
62168,174834,692576
52532,98815,707919
60854,103873,267913
108550,326850,757595
108803,137406,705347
120587,1618527,707952
274891,1252417,766628
654332,792786,1633451
580392,1232001,466456
61554,134659,707925
31405,98864,269900
52464,99493,761000
141701,215060,91253
52467,99494,763076
23228,1137978,1587259
117445,621957,1824793
680210,797909,1468068
60857,103623,1148547
23376,229083,227539
121092,217949,761075
117460,621421,1702304
52461,99495,763097
117752,110888,708083
130314,104629,1538957
112203,426948,708508
118126,216189,945794
117464,641143,1823425
162625,677539,1765556
668108,689560,227510
166144,103956,761102
166143,190965,761068
113107,284114,705962
12596,147373,393897
50478,447288,1139376
23025,300411,210851
72189,97928,286506
66994,99346,761160
108807,483632,1764885
23019,211019,1584874
30414,1011200,72495
13032,1709942,288991
106643,1437879,708571
38224,224998,1708149
19953,432911,88601
19954,1139514,239750
58726,7358,78340
58723,762105,1827793
4950,3168,46241
229843,965387,888592
14790,13362,151856
7904,1168,1561
239367,816511,766507
337816,1450607,136252
41808,8196,46296
294201,12402,57967
117394,561252,817235
337091,120813,147636
337090,137695,953815
118582,4121,305720
122333,648621,118158
10901,7917,50937
531497,656020,596797
61039,16071,23717
126529,99154,220027
104466,78207,365479
126674,526399,1449522
104467,111710,285746
67401,518112,162758
113352,8392,963115
322717,3304,177889
481493,304815,705488
83447,190040,169694
181620,123215,248621
380069,9205,663607
384608,456376,292580
14645,637071,1023696
614057,620676,763972
196286,102158,55362
45544,751332,1706723
633851,7580,58387
369202,391584,1375521
201582,31901,68359
669390,954304,680668
38187,38919,136537
66719,6301,808496
324802,997309,554464
252526,18836,783129
88387,17902,16770
437062,570063,1459097
60621,189842,688207
46831,871054,841077
73318,88738,324177
165177,6406,118154
8539,64165,196450
335033,214371,1499370
31974,28259,226444
497404,241964,154866
487092,3295,976205
487093,74053,975840
502974,5198,985640
502972,245187,1100433
502975,280680,978785
496802,220734,975943
487099,4413,975854
502970,339271,982300
487095,3670,977863
487096,361373,981161
673978,479281,1129398
502971,362785,975851
502973,3332,1100419
487097,193730,975942
487098,5177,1100444
139226,114635,78004
559237,380204,1516833
140215,663043,991109
529112,1523852,185332
12759,417,12018
113324,20083,32997
363400,17043,183792
61013,23716,997372
615768,134599,75547
19766,320708,23386
43802,351666,308132
122442,137065,1131608
520665,477042,929972
122444,345751,1530582
305585,75972,180173
241347,241067,494525
466156,1257700,606669
122209,302083,380573
306540,519067,778432
43800,144870,1024976
520663,435413,888581
109063,75971,223487
136339,345746,198918
306509,519065,774904
150363,345752,927799
136338,897323,1153922
151937,9586,28012
597490,394063,318995
51107,90491,8748
487578,71544,33092
129057,20085,33006
74092,697853,446389
305596,1584856,1130251
218883,961454,308756
74091,57906,612582
218888,1456259,794343
659245,270330,58389
117476,16938,23495
61037,16939,23663
578548,385915,425825
596973,15134,15505
255164,546936,253148
600071,859026,1123322
600063,495360,1497669
600072,859029,1123265
600062,859037,1836875
644498,856771,1566062
600073,859001,412666
600069,859075,1836876
600070,859020,1123255
600061,644934,1497666
479591,457854,1123248
113413,20086,33008
110061,70347,517765
614486,945578,925886
580176,1223986,1140556
580177,1543890,658762
669409,1701193,1769113
394046,31671,117174
394045,252352,1395061
117211,257974,729417
392943,41651,8837
635711,45106,12985
590277,288071,335345
431041,138528,52630
520625,157738,111582
207573,355255,17021
14430,265202,3266
324506,153840,137692
411197,39706,123336
12782,3456,27318
180431,14462,54799
197221,293078,185502
113435,20087,32993
448976,722302,1279214
380144,207058,1136351
165663,212059,971982
165665,391418,971981
635734,218795,11521
209170,246147,69733
200777,81907,1045587
452030,315737,926145
334855,371003,1069964
81096,12850,67376
261569,270521,1034694
261757,236230,1033794
316774,2420,17516
442641,73445,56506
442286,273330,412641
312797,78242,84096
267037,4442,733916
476101,177124,69176
454079,77938,1810399
44148,667,2219
37973,30026,1036774
382698,123611,748592
45927,13596,10618
286186,29899,1676552
220802,11152,192558
481546,551462,1082358
523922,297075,655870
504637,280706,596805
531502,311591,748088
533591,490621,708906
500953,295552,580753
531498,356315,597114
531508,537302,597559
117428,47553,22819
447956,88237,66473
62600,12767,9675
445939,48926,62905
445946,350369,1810769
601191,330530,839836
23027,12264,12109
646926,187095,326724
521149,146734,75636
669808,37114,95148
154110,10087,32969
512856,87569,326749
63238,215333,1048183
273382,1155293,716546
660462,90016,290107
497497,170054,471539
19804,6152,95311
6830,300336,16727
51597,476461,641171
255962,54188,715698
222854,93380,356146
58520,23479,1765209
200658,64436,649865
589207,87471,1694479
164084,16651,14601
619253,694455,492527
58533,41913,597182
375049,471070,626084
635714,235392,7993
623227,526306,524517
57945,28712,30351
659247,270333,58398
13573,318451,7559
122339,265612,96406
344452,288773,298812
359425,515949,961338
74855,52716,214933
23625,15528,1499407
50491,389151,699938
563504,46613,1126247
35682,315553,822453
385026,1233464,765346
442993,1237013,83873
500170,755697,1572540
317233,184183,1136767
359980,1233459,1572539
352941,226356,182193
321240,268173,248588
339467,1388570,209417
359974,236909,462417
447162,177577,483296
635791,279986,1090723
4946,1582144,1498
160822,1156225,728885
5957,6771,41826
47269,255812,644120
445925,218322,249131
62004,88,50475
5674,4660,228114
343492,123224,194502
269557,123231,187882
343485,123242,1769914
268781,123236,84321
65651,17410,166841
7198,428467,5433
23269,23101,950850
241086,301470,142008
13256,15553,89111
49637,57075,9307
680427,552309,900570
46526,611082,67592
142994,281181,31347
69603,147117,409401
374605,55283,1558689
9605,30347,185230
12791,1067508,253856
554368,536950,1621303
554369,629961,1603968
362827,155758,123459
77373,1052523,83498
592709,236379,745208
369314,443606,1588957
204672,80984,245635
41521,252945,863368
243947,439546,434751
682377,991326,900466
190240,447058,465641
139144,148523,1019353
72149,250816,150093
32593,9128,32936
438757,631103,414818
330891,98356,1708898
330890,99728,1515260
12891,226596,82225
437258,249579,10603
181894,62339,308904
15544,20088,33005
242835,1236759,446387
241162,10204,29573
480896,525252,952629
498038,916435,1114121
382955,525253,184591
45732,113162,292488
38689,300212,605276
343138,55012,357257
531385,192239,596556
316779,566575,472034
37891,6489,431468
434426,269507,182265
321289,247744,68575
365764,189611,52176
365763,90275,674947
366194,726272,648131
3040,104776,192705
687723,707288,762224
325687,839256,762579
178511,241158,955334
151544,210788,766674
322642,242487,766652
125009,213135,759423
159505,209893,747301
52883,209853,759419
389169,209852,759395
52885,463421,833885
117542,208965,759664
153094,287350,766386
52881,208943,761942
270264,210786,759737
125008,183217,759738
343275,210923,761022
121481,848562,767132
659278,209932,761039
385871,210731,759398
380906,452132,1269431
327606,209945,199550
380908,209046,759663
659272,537201,761298
52880,209034,759802
152556,209088,762536
533285,197861,762546
356823,242488,762623
187504,210355,760983
69192,209078,762987
464179,216421,763007
282672,240285,759433
156624,209031,767126
659274,843102,763112
659288,293333,763590
600891,291664,759402
659305,475459,1518827
156211,209032,763068
658571,250776,1044943
476828,254270,766705
326932,240238,637696
657913,211318,759435
125005,209086,762538
324444,210922,762172
185457,210924,759810
659297,850304,766392
659276,209930,766387
253093,210929,761170
476727,279350,1606774
125010,209844,763045
80224,209048,759808
205747,215682,45165
37701,209077,759374
125007,209860,759437
488328,209889,763600
327605,363752,759404
659269,251833,766565
31404,237125,326613
156382,209018,763071
87479,224628,759432
321794,307457,759372
657900,208941,762558
659303,303032,766701
23020,210943,761169
125006,209095,761939
457854,210696,762243
31409,324994,762173
659281,293334,763591
30514,156987,761547
80265,210702,759405
114026,276558,761550
204875,452133,90898
202219,210362,762180
327016,210665,976247
187503,210673,759813
462523,90033,95401
670407,82437,73313
127296,90132,116883
127294,726230,1815045
267099,726240,1815044
62164,7236,105098
60872,11042,2358
274519,81115,30947
274521,476329,30956
72655,45788,59890
441853,68001,1752206
49600,721313,137609
217771,368907,632307
74126,126055,81989
489938,15638,89446
553881,21714,1558957
5141,687444,1786651
181626,157082,422391
72552,116716,402238
380317,136655,1512439
72556,781708,1161128
273490,369843,1161197
560214,116705,707797
185500,294363,68981
295000,116710,1161195
190664,116714,1141805
72553,116733,860013
196323,116718,1747900
380304,262326,1161126
645510,591597,1161110
486168,142005,1255820
72554,116719,1644668
324366,1323636,1456979
126989,423930,1075401
189332,461515,592381
122309,123003,94314
379335,105718,182791
183557,535467,477915
468710,36729,47911
197268,74953,1842130
7614,16367,327264
186449,967564,109172
389151,283633,961707
446589,866098,962208
389154,283636,838735
223799,283562,961453
232507,284839,961724
343002,283538,961727
223800,284449,961466
638118,1039019,961462
223859,283505,961464
643474,1377006,1517078
463418,283616,961424
343006,283539,961418
361834,284829,961404
609701,929972,1002838
650204,1591971,1710211
378517,285246,962210
323770,283542,961746
508328,997888,1643444
459251,283543,961379
277834,284457,961387
609702,929973,1027760
446592,1490187,961434
361872,283575,961739
121388,556633,359258
71445,565617,329450
71446,549877,329512
70694,556664,329497
71773,556666,329489
73537,556752,449500
71183,556653,360227
71764,556642,329509
70884,556665,329528
71190,565202,194162
70392,556630,329472
72695,556632,329454
70875,559587,329463
121945,571434,329490
71189,556637,329479
84395,570175,222790
71468,569985,332437
70873,565201,329458
71186,569984,329467
75825,569987,329461
70411,556661,329440
70362,552275,329455
71726,556659,329451
70436,556635,329459
71182,559586,329462
70435,556663,329452
75831,571937,329470
73848,561180,329471
72350,556634,329475
70619,556751,329476
73540,556638,329487
71448,556640,329456
70405,556629,329460
217927,573880,329469
446682,93374,109718
382259,291983,1646099
273101,439367,1127202
206996,221990,1006981
4532,684,145
8031,167613,929992
23439,1660739,625103
44311,30966,15529
73434,300624,217350
189484,121435,127870
189494,121356,150535
73433,113193,1097221
73435,238955,127868
166587,101857,88201
11498,4437,90126
622205,1287784,85178
161401,131942,1555907
475521,220236,471366
283763,1202467,213429
331067,127865,713174
309294,407785,182920
52065,101017,505794
43694,1050823,87163
30269,55928,36665
304905,127705,1422348
309057,93869,164488
160457,72626,520029
209029,131680,161565
5899,5586,12334
108854,215204,1502632
19533,78751,36769
4531,4605,13453
377884,221822,414263
15666,250718,635749
377904,670272,956320
483224,953058,956333
33818,80630,667974
444216,674094,1518970
368086,674803,956456
554204,670332,957964
383034,670446,956457
525572,670552,956477
525571,670448,960960
374394,670273,957933
368334,670275,957575
368280,670271,957584
374395,670274,957696
368057,670279,956447
365460,670282,956444
368337,670556,956421
532452,673023,956437
368336,674847,956418
448953,674938,956435
368335,670330,956345
377901,670331,956367
368333,670470,956431
444213,674940,956359
368340,674947,956416
367609,670703,956392
367610,670325,956436
368339,674850,956415
368058,670326,956375
368059,674952,956344
448950,670691,956401
368338,674844,956365
444214,674840,956371
368063,673456,956403
374398,674836,956324
368064,674953,956323
368060,674954,956327
374396,674958,956351
377902,674956,956339
374397,674092,956328
368061,674965,956342
368065,675980,956332
368062,676093,956329
365459,676095,956350
368054,675998,956340
448951,697400,956378
362489,676090,956341
374399,676092,956330
367973,676099,956343
367972,676519,956406
368055,676318,956400
365457,676088,956383
448952,682618,957592
449295,676714,956355
444215,670472,956386
487284,670276,956377
474379,713398,956368
525105,800148,958011
539436,954482,1175802
596639,1046937,1135439
641252,1252590,1437377
634400,1436383,1612868
642090,1533859,1616217
525103,1183003,957715
525101,953061,1458837
548392,1055152,959631
555220,953065,956446
531994,1358226,956488
555255,959195,958000
525575,1308489,956469
525106,953060,958017
525099,1357472,958003
621024,1344515,956373
525090,1736815,957706
489891,1014586,958158
525083,953574,956376
520733,996365,957570
525035,953595,956468
525087,953591,956440
496894,953586,957602
525088,953575,956334
525037,953566,956352
525084,953556,956471
525086,953552,956413
519838,953216,956354
519836,953431,956380
519835,953059,956382
483223,953226,958008
506397,953211,956356
519833,953063,956434
519832,953079,956360
519834,953074,958325
539045,953071,1005185
548393,996362,1388675
611061,1209516,1353270
654389,1542298,1602235
72711,722,1555897
124775,1016950,206597
447869,979722,207993
160458,78764,49878
281699,249999,660221
526095,276379,1555416
196813,72627,660211
19535,127871,19724
8370,6227,33256
53784,110548,185620
106844,93035,631632
33769,123620,185622
88391,20659,110739
331054,682152,1067501
7588,41340,9453
13122,9305,1135249
616113,328072,828161
13121,23461,111716
468734,971759,50042
637202,893804,1784854
295258,249795,9847
38691,15198,58800
151612,528207,131896
341231,306602,440982
483683,254126,177926
68779,327455,191409
122291,224095,140259
122290,30444,140316
383630,230021,714813
20319,283171,936083
4941,412288,403807
12234,1132413,836091
26593,1132416,1698843
26596,1132419,1698844
26597,1132426,1698845
26588,1132425,1698846
12233,1132424,1698848
26599,1132412,1698849
38163,52596,4618
625327,290302,508750
81898,214599,817918
88576,238861,552681
475766,106504,1462304
50472,31258,24677
324593,303333,552671
316615,1097602,484119
38712,124391,108723
32683,244555,1145056
307525,211024,182585
19329,24097,1672693
335379,349284,256987
126279,155790,205712
44066,1501484,889590
246092,572737,557200
377619,1172054,714964
38503,80532,165113
368472,467121,288788
248322,958416,458531
248467,888921,987712
535447,963271,1779868
535399,963007,1050526
518843,962718,1778861
463970,962711,1779024
507297,962682,1779094
385496,962680,1779194
383348,962679,1779207
385504,962625,1779219
383418,962621,1779471
461007,962618,1779480
383492,1664577,1779491
390799,962376,1652671
382382,962371,1416097
464223,962369,1457730
365154,1664576,1457731
364856,962356,1652665
364857,962328,1652666
365155,962325,1652667
365157,962322,1416543
364836,962319,458525
281627,962311,456843
248315,962306,458528
364817,962303,541577
364824,962301,675372
328335,962295,896186
379113,958415,961030
385713,968289,967196
465725,1033377,1341610
518805,1189442,1160464
529888,1346981,1399685
584835,1375443,1478662
623105,1662546,1563803
657124,1566969,1644937
675702,1664578,1679955
248468,888813,1115283
386104,300625,518049
502744,1018883,460527
104962,53649,88235
144029,389065,1438077
144030,634540,1463716
483732,515952,1805486
497025,530875,1468631
188491,630937,1393925
188492,1323554,1805491
324805,445862,886706
304695,98363,1780141
304646,137941,1780941
620572,13751,3160
446593,14911,516873
348598,36582,5240
140985,913129,82132
589205,720293,1694475
182652,418958,262298
117405,30570,33201
362558,11314,95796
447723,93511,162222
675310,294154,575105
214026,110403,9333
556830,45800,82554
531487,305472,708351
5451,68108,33202
309264,38898,130618
108474,282923,1836597
326411,423354,387948
373974,956782,1097175
106419,1439798,844401
60996,9660,46863
60995,475963,595769
159077,469667,1502645
270468,31771,134144
14735,31769,13088
143907,283445,471369
476105,462783,291898
117293,78496,33204
487417,421068,1740804
521706,472231,1068993
286698,920451,1434456
112735,166954,1673752
112723,1538119,283914
122152,913608,1669385
435916,849141,956561
642574,780302,121724
5472,29585,23508
